cook_name,main_ingredient,Serving,taking_time,Ingredients,Howtocook,Image
스팸김밥,ham(spam),2인분,60분 이내,"밥 1.5공기', '김밥용 김 3장', '스팸 1개(작은 사이즈)', '소금 1~2꼬집', '참기름 약간', '통깨 약간'","스팸을 3등분 해서 썰어주세요.
, 
그리고 노릇하게 앞, 뒤로 구워주세요.
, 
넓은 그릇에 밥 1.5를 넣고 소금 1~2꼬집 정도 넣고 참기름, 통깨를 넣어 고루 섞어 양념해 주세요. 소금은 조금만 넣어요. 햄이 짜니깐~
, 
구운 스팸을 사선으로 비스듬히 자르고 .
, 
자른 햄 한쪽을 뒤집어 세워 하트 모양을 만들어 주세요
, 
김 3장을 반으로 잘라주면 총 6장이 되잖아요. 그럼 3장은 사진처럼 스팸을 감싸주고 나머지 3장은 밥을 고루 펴 올려 주심 된답니다.
, 
김으로 감싼 하트 파인 부분에 밥을 채워주세요.
, 
그 위에 하트 모양 김을 올려주고  돌돌 말아 주심 된답니다.
, 
한입 크기로 먹기 좋게 썰어 주면 하트가 들어 있는 하트 김밥 완성 ^^
",https://recipe1.ezmember.co.kr/cache/recipe/2018/05/11/cb0cee70d00b8c4e9aa736d5bba08f311.jpg
오이깍두기,cucumber,5인분,60분 이내,"오이 3개', '부추 50g', '굵은소금 1스푼', '고춧가루 3스푼', '멸치 액젓 1스푼', '새우젓 1스푼', '다진 마늘 1스푼', '매실진액 3스푼'","오이 3개를 준비하고
, 
깍두기 모양으로 잘라주세요. 가운데 씨 있는 부분은 도려내고 잘라 사용하는 게 좋아요. 그래야지 쉽게 무르지 않아요.
, 
부추는 짧게 썰어 주세요.
, 
그릇에 오이를 담고 굵은소금 1을 전체적으로 뿌려 섞어주고 30분 정도 절여주세요. 절여지면 오이가 유들해지고 수분도 적당히 나온답니다.
, 
찬물에 한번 헹궈 주고 체에 밭쳐 물기를 빼주세요.
, 
양념재료인 고춧가루 3, 멸치 액젓 1, 새우젓 1, 매실진액 3, 다진 마늘 1을 넣어 골고루 무쳐주세요.
, 
새우젓을 넣을 때는 곱게 갈아 넣거나 다져서 넣어주세요. 새우젓이 없을 경우 생략하고 멸치 액젓 1로 대체해주셔도 됩니다.
, 
그리고 준비해 놓은 부추를 넣어 재빨리 무쳐 마무리합니다.
, 
오이 먼저 양념을 하고 나중에 부추를 섞어 주는 게 좋아요. 처음부터 같이 버무려 주면 부추에 풋내가 날수 있거든요. 부추, 오이는 오랫동안 버무리지 마세요.
, 
오이깍두기 완성 바로 만들어 냉장고에 넣어 시원하게 해서 드셔보세요 아삭아삭하니 참 맛나요.
",https://recipe1.ezmember.co.kr/cache/recipe/2018/05/11/52f4dd44bb927ebb1fd7b5e99bd9a44c1.jpg
야채달걀말이,onion,2인분,30분 이내,"달걀 3개', '다진당근 2스푼', '다진양파 2스푼', '다진 애호박 2스푼', '맛술 1스푼', '마요네즈 1스푼', '파르마산 치즈가루 1스푼', '소금 1꼬집'","다진채소,달걀을 준비해주세요. 채소는 냉장고 사정에 따라 준비합니다.
, 
달걀 3개와 야채, 마요네즈 1, 맛술 1, 치즈가루 1을 넣어 고루 섞어주세요.
, 
팬을 충분히 중불에서 달구고 팬이 달궈지면 불을 약불로 줄여주고 식용유를 두르고 준비해 놓은 달걀물 팬 전체적으로 부어주고 이때 달걀물을 한 번에 다 붓는 게 아니라 나눠서 사용합니다.
, 
달걀 윗부분이 익기 시작하면 끝 쪽부터 돌돌 말아주세요. 달걀말이 할 때는 불 조절을 잘해야 하는데요. 너무 센 불로하면 타기 쉽고 코팅 팬을 사용해야지 만들기 휠씬 쉽답니다. 어느 정도 말다 남겨 놓았던 달걀물을 부어주고 다시 끝부분부터 말아주고 같은 방법으로 달걀물이 없어질 때까지 반복해 말아주세요.
, 
달걀말이 완성되면 김밥 말이로 달걀을 말아주면 모양이 예쁜 달걀말이를 만드실 수 있답니다. 한 김 식힌 후 먹기 좋은 크기로 썰어주세요.
, 
야채달걀말이완성
",https://recipe1.ezmember.co.kr/cache/recipe/2018/05/10/ff564598e4b00c585577b4f85970bc4c1.jpg
야채계란주먹밥,egg,1인분,60분 이내,"찬밥 1공기', '달걀 2개', '체더치즈 1장', '소금 or 굴소스', '호박 적당량', '당근 적당량', '양파 적당량'","당근, 양파, 애호박을 다져서 준비해 주세요 1컵정도
, 
팬에 식용유를 두르고 다져 놓은 야채를 넣고 달달 볶아주세요. 여기에 소금 간을 살짝 해주고~
, 
찬밥 1공기를 넣고 굴 소스 또는 소금을 간을 해줍니다
, 
볶아 놓은 밥은 한 김 식히고 적당한 크기로 떼어 조물조물 뭉쳐주세요
, 
그릇에 달걀 2개와 체더치즈 1장을 잘게 잘라 넣어 고루 섞어 주세요.
, 
팬에 식용유를 두르고  숟가락을 이용해 달걀물을 올려주세요. 그리고 뭉쳐 놓은 주먹밥을 끝에 올려놓고
, 
달걀을 돌돌 말아주세요. 같은 방법으로 주먹밥을 달걀에 말아 주심 된답니다.
, 
야채 달걀 주먹밥 완성
",https://recipe1.ezmember.co.kr/cache/recipe/2018/05/10/65507121440b4467fed7720d1f4bf7641.jpg
치즈오믈렛,cheese,2인분,30분 이내,"달걀 3개', '다진채소 ', '햄 1컵', '마요네즈 1', '케첩 2', '모차렐라치즈 1/2컵', '소금 ', '후춧가루 적당량', '베이비채소 ', '방울토마토 ', '스위트칠리소스 '","집에 있는 자투리 채소를 모두 꺼내 다져주세요. 그리고 햄, 베이컨이 있다면 함께 사용해도 좋아요. 그렇게 해서 종이컵으로 1컵 정도 준비해 주심 돼요.
, 
팬에 기름을 살짝 두르고 준비해 놓은 채소, 햄을 넣어 달달 볶아주세요.
, 
그리고 마요네즈 1, 케첩 2를 넣고 볶아주다
, 
모차렐라치즈 1/2컵과 후춧가루 적당량을 넣어 치즈를 녹여주세요.
, 
그릇에 달걀 3개와 소금 적당량을 넣어 풀어주고
, 
팬에 식용유를 두르고 달걀 푼 것을 모두 붓어주고 전체적으로 고르게 계란 물은 둘러주고 윗부분이 익기 시작하면  미리 볶아 놓았던 속 재료를 달걀 한쪽에 길게 올리고
, 
달걀이 다 익으면 반으로 접어 마무리해줍니다.
, 
오믈렛을 그릇에 담고 스위트 칠리소스를 뿌려주고 과일과 베이비채소를 곁들여주면 완성
",https://recipe1.ezmember.co.kr/cache/recipe/2018/05/10/30d7300e1e25e09205639341c5ef72851.gif
쇠고기땡초김밥,beef,2인분,30분 이내,"다진 쇠고기 150g', '청양고추 2개', '밥 2공기', '김밥용 김 4장', '청주 적당량', '소금 적당량', '후춧가루 적당량', '소금 적당량', '참기름 적당량', '통깨 적당량', '고추장 2스푼', '설탕 0.5스푼', '다진 마늘 1스푼'","청양고추 2개는 다져서 준비하고 다진 쇠고기에는 청주 1, 소금, 후춧가루 적당량을 넣어 조물조물 무쳐 밑간을 해둡니다.
, 
팬에 식용유 1을 두르고  다진 마늘 1을 넣고 달달 볶아주세요.
, 
그리고 다져놓은 청양고추를 넣어 함께 볶아 줍니다
, 
밑간해 놓은 쇠고기를 넣고 볶아주다
, 
쇠고기가 익으면 고추장 2, 설탕 0.5를 넣고
, 
바싹 볶아 마무리합니다
, 
넓은 그릇에 밥 2공기를 담고 소금, 통깨, 참기름을 넣어 밥에 간을 해주고 주걱을 세워 고루 섞어주세요
, 
김밥용 김을 4등분 해주고 그 위에 밥을 고루 펴 올려 주세요. 그다음 볶아 놓은 쇠고기를 올려주고 돌돌 말아주세요
, 
같은 방법으로 밥이 없어질 때까지 말아주심 되고요.
, 
다 말은 김밥에는 참기름을 붓으로 발라주고 그 위에 통깨를 뿌려주세요.
, 
쇠고기 땡초 꼬마김밥 완성 ^^
",https://recipe1.ezmember.co.kr/cache/recipe/2018/05/08/379caac88f30bd289d9db4a92c6fb2531.jpg
브로콜리요리,broccoli ,2인분,30분 이내,"브로콜리 80~100g', '옥수수 콘 5스푼', '양파 1/4개', '체더치즈 1장', '부침가루 1/2컵', '찬물 1/2컵'","브로콜리는 송이 송이 나눠 살짝 데쳐 준비해 줍니다. 전 찜기를 이용했어요. 물에 데칠 경우 물에 굵은소금 0.3 정도 넣고 물이 끓기 시작하면 브로콜리 넣어 30초 정도 데친 후 찬물에 헹궈 준비하심 됩니다.
, 
양파는 잘게 다지고, 데친 브로콜리도 다져서 준비합니다.
, 
그릇에 부침가루 1/2컵과 찬물 1/2컵을 붓고 고루 섞어 반죽을 만들어 주고
, 
준비해둔 옥수수, 브로콜리, 양파, 체더치즈를 넣어 주고
, 
반죽을 고루 섞어 주세요. * 체더치즈를 적당한 크기로 잘라 넣어주거나 생략 가능합니다.
, 
팬에 기름을 두르고 숟가락을 이용해 반죽을 적당하게 올려 둥글넙적하게 펴 주고 앞, 뒤로 노릇하게 부쳐주 마무리해주세요.
, 
브로콜리 옥수수 부침개 완성 평소 브로콜리를 잘 먹는다면 모양을 살려 넣어도 좋답니다.
",https://recipe1.ezmember.co.kr/cache/recipe/2018/05/07/7cd36b4f05abeceda5affb47eb82bbdf1.jpg
버섯카레라이스,mushroom ,4인분,30분 이내,"느타리버섯 1팩(150g)', '양파 1/2개', '당근 조금', '물 3컵', '카레 1봉지', '우유 1/2컵', '버터 1스푼', '밥 ', '달걀 '","양파, 당근 조금 넣어 채 썰어 준비하고 느타리버섯은 가닥가닥 떼어 주고 물에 헹궈 준비해 주세요.
, 
달군 팬에 버터 1 또는 식용유를 두르고
, 
버섯과 양파를 넣고 달달 볶아주세요.
, 
버섯과 양파를 넣고 달달 볶아주세요.
, 
바글바글 끓기 시작하면 준비해 놓은 카레가루 1봉지를 모두 넣고 뭉치지 않게 고루 잘 풀어주세요.
, 
카레가 거의 완성될 즘 우유 1/2컵을 넣어 한소끔 더 끓여 마무리해주세요.
, 
함께 드실 달걀 프라이도 해주세요.
, 
그릇에 담을 담고 버섯 카레와 달걀 프라이 올려주면 버섯 카레라이스 완성 ^^
",https://recipe1.ezmember.co.kr/cache/recipe/2018/05/06/84da54b012042967fdf2343e3de11d8b1.jpg
고추장수제비,potato,2인분,90분 이내,"밀가루 4컵', '소금 0.2스푼', '생수 1+1/2컵', '식용유 1스푼', '멸치 다시마 육수 6~7컵', '감자 1개', '청양고추 1개', '대파 1/3대', '고추장 2스푼', '된장 1.5스푼'","수제비 반죽을 만들어주세요. 넓은 그릇에 밀가루 4컵, 소금 0.2, 생수 1컵+1/2컵을 넣고 고루 잘 치대 밀가루를 뭉쳐주세요. 어느 정도 반죽이 뭉쳐지면 식용유 1을 넣고 치대 줍니다. 대략 3~5분 정도 반죽해 놓은 반죽은 바로 사용하지 마시고 일회용 비닐봉지에 넣어 냉장고에 1~2시간 정도 휴지해주세요
, 
그다음 냄비에 멸치 다시마 육수를 끓여 주세요. 6~7컵 정도 만들어 주심 됩니다.
, 
함께 넣을 감자는 먹기 좋은 크기로 썰고 청양고추와 대파는 송송 썰어 준비합니다.
, 
멸치 다시마 육수 6~7컵에 고추장 2를 풀어주세요
, 
그다음 된장 1.5를 풀어 줍니다.
, 
곧이어 감자를 넣고 보글보글 끓여주다
, 
수제비를 얇게 떠 넣고
, 
서로 달라붙지 않게 숟가락으로 중간중간 저어가며 수제비를 떠 주세요.
, 
수제비가 익으면 청양고추와 대파를 넣고 한소끔 더 끓여 마무리합니다
, 
고추장수제비완성
",https://recipe1.ezmember.co.kr/cache/recipe/2018/05/06/a6f0571095db8a72d213c1e14c0daa111.jpg
버섯볶음,mushroom,2인분,30분 이내,"미니 새송이버섯 300g(1봉지)', '양파 1/4개', '다진 마늘 적당량', '굴 소스 1스푼', '맛술 1스푼', '식용유 1스푼', '통깨 1스푼', '후춧가루 0.5스푼'","미니 새송이버섯 사이즈가 큼지막하면 2등분 해주고 작은 사이즈는 그냥 사용하고 양파는 채 썰고, 부추는 3cm 정도 길이로 썰어 준비해 주세요
, 
팬에 식용유 1을 두르고 다진 마늘 1을 넣고 달달 볶아줍니다.
, 
마늘향이 올라오면 준비해 놓은 양파, 부추, 미니 새송이버섯을 모두 넣고
, 
양념재료인 굴 소스 1, 맛술 1을 넣고 센 불에서 달달 볶아 줍니다 대략 3분 정도~
, 
이제 불의 세기를 중불로 줄여주고 참기름 0.5, 통깨 0.5, 후춧가루 적당량을 넣어 고루 볶아줍니다. 드셔보시고 부족한 간을 소금으로 해주심 된답니다.
, 
간단 반찬 미니 새송이버섯볶음 완성
",https://recipe1.ezmember.co.kr/cache/recipe/2018/05/02/e4487cd911704da9acaa3997717f42561.jpg
돼지고기김치찌개,pork,4인분,60분 이내,"묵은지 1/4포기', '돼지고기 150g', '두부 1/2모', '양파 1/2개', '대파 10cm 정도', '쌀뜨물 또는 생수 1컵', '가래떡 3컵', '청양고추 1/2개(생략 가능)', '홍고추 1개', '고춧가루 1/2개', '설탕 1스푼', '다진 마늘 0.5스푼'","두부는 납작하게 썰고, 양파는 동글게 썰어주거나 채 썰고, 대파, 청양고추, 홍고추는 어슷 썰어 준비해 주세요. * 묵은지, 돼지고기는 한 입 크기로 썰어 주세요.
, 
두부는 납작하게 썰고, 양파는 동글게 썰어주거나 채 썰고, 대파, 청양고추, 홍고추는 어슷 썰어 준비해 주세요. * 묵은지, 돼지고기는 한 입 크기로 썰어 주세요.
, 
냄비에 돼지고기와
, 
양념한 김치를 넣고
, 
중간불에서 볶아주세요.
, 
볶아 놓은 김치는 살짝 식혀 위생 비닐장갑을 끼고 김치를 돌돌 말아 모양을 잡고 냄비 그릇에 담아 주었습니다. 미리 준비해 놓은 두부, 양파, 가래떡, 홍고추, 청양고추를 모두 담아주세요
, 
쌀뜨물 3컵, 김칫 국물 1컵을 붓고 15~20분 정도 보글보글 끓여 마무리합니다. * 조금 번거롭게 냄비를 바꿔가면 끓였지만 사실 김치 볶고 난 다음 쌀뜨물 또는 생수 그리고 김칫 국물을 넣고 10분간 끓이고 양파와, 두부, 대파, 고추를 넣고 더 끓여 완성하심 된답니다.
, 
돼지고기 김치찌개 완성
",https://recipe1.ezmember.co.kr/cache/recipe/2018/05/02/4719fb78d5a471a9d91a19bec4d3f87d1.jpg
계란말이주먹밥,egg ,2인분,60분 이내,"밥 1.5공기', '당근 3', '애호박 ', '양파 1/3개', '소금 적당량', '부추 적당량', '달걀 4개', '맛술 2스푼', '밀가루 0.3스푼', '치즈 ', '햄 '","볶음밥에 넣을 당근, 애호박, 양파는 잘게 다져서 준비합니다. 다져 놓으면 각각 3숟가락 정도 됩니다. * 볶음밥에 넣을 재료는 갖고 계신 채소를 응용해 주세요.
, 
팬에 식용유를 1을 두르고 준비한 채소를 몽땅 넣고 달달 볶아주세요.
, 
그리고 밥 1.5를 넣어주고
, 
굴 소스나 소금으로 간을 해 밥을 볶아 줍니다.
, 
볶아 놓은 밥은 한 김 식히고 적당한 크기로 떼어 한 입 크기로 작게 주먹밥을 만들어 주세요.
, 
그릇에 달걀 4개, 맛술 2, 밀가루 0.3을 넣어 고루 섞어주세요. 여기에 소금 간을 조금 해주세요. *밀가루 또는 전분가루를 넣으면 지단이 찢어지지 않아요.
, 
팬에 식용유를 조금 두르고 계란 지단을 얇게 부쳐줍니다. * 계란 4개 풀어서 지단 3장을 만들었습니다.
, 
모양 틀로 지단을 찍어주세요. 모양 틀이 없을 경우 집에 갖고 계신 둥근 모양으로 해주심 된답니다. 컵 또는 자그마한 그릇 등
, 
부추 적당량을 뜨거운 물에 살짝 데쳐 물기를 꾹 짜서 준비해 주세요.
, 
사진과 같은 방법으로 부추를 바닥에 깔고  그 위에 달걀지단 그리고 주먹밥을 올려 줍니다.
, 
부추로 밥을 꽁꽁 묶어 줍니다. 길게 남은 부추는 가위로 잘라 주세요. 같은 방법으로 여러 개 만들어 주심 돼요.
, 
소풍 도시락 계란말이 주먹밥 완성
, 
주먹밥 위에 치즈랑 햄을 모양 틀로 찍어 살포시 올려주면 샤랄라~~봄 느낌 나요. 도시락에 넣을 때는 꽃이 떨어질 수 있으니 이나 스파게티 면으로 고정해 주심 된답니다. 처음에는 딱딱하지만 먹을 때는 수분 때문에 면이 말랑말랑해져요. 아님 케첩, 마요네즈로 부착해도 된답니다.
",https://recipe1.ezmember.co.kr/cache/recipe/2018/04/27/4c78a9c1bda26871b6f70a60d18136541.jpg
참치샌드위치,tuna,2인분,30분 이내,"식빵 5장', '참치 캔 1개(작은 사이즈)', '삶은 달걀 2개', '크래미 작은 거 4줄', '양파 1줌(80g)', '당근 1/4', '설탕 4숟가락 정도', '마요네즈 1스푼', '허니 머스터드 7스푼', '식초 2스푼', '후춧가루 0.5스푼'","캔 참치는 기름을 꾹 짜서 준비하고 양파와 치킨 무는 잘게 다져서 준비합니다. 함께 넣을 크래미는 손으로 찢어 준비하고, 달걀 2개는 흰자와 노른자를 분리해 흰자는 다져주고 노른자는 으깨서 부서 주고 당근은 잘게 다져 준비합니다.
, 
준비한 재료를 모두 넓은 볼에 넣고
, 
설탕 1을 넣어주세요. 단맛이 싫으면 반으로 줄여도 무관합니다. 하나 설탕 1숟가락 넣어도 막상 먹을 땐 단맛이 강하게 나지는 않으니 취향껏 넣어주세요.
, 
마요네즈 7, 허니 머스터드 2, 식초 0.5, 후춧가루 적당량을 넣고 골고루 섞어 샌드위치 속 재료를 만들어 주세요. .
, 
드셔보시고 싱겁다 싶으면 소금 간을 해주시면 된답니다
, 
식빵은 버터에 굽거나 토스트기를 이용해 구워서 준비하심 되는데요. 저는 바로 사온 빵이라 그냥 사용했습니다. 식빵 위에 샌드위치 속 재료를 넉넉하게 올려주고 식빵을 덮어주면 끝! 저는 한 개는 식빵 3장을 이용해 만들고 나머지 2장으로 한 개의 샌드위치를 만들었어요. 그래서 식빵이 총 5장이 필요했답니다. 참고하세요
, 
참치 샌드위치 완성 ^^
",https://recipe1.ezmember.co.kr/cache/recipe/2018/04/20/be8fca9e25137481bf6ec766a510fd681.jpg
두부김치전,tofu ,2인분,30분 이내,"김치 1컵', '두부 1/2모', '옥수수 콘 5스푼', '달걀 1개', '대파 1/2대', '부침가루 3스푼', '식용유 적당량'","두부는 으깨기나 포크를 이용해 으깨주세요.
, 
그리고 김치는 송송 썰어 1컵 정도 그릇에 담고 옥수수 콘 5숟가락, 달걀 1개, 대파 1/2대를 썰어 넣고 부침가루 3숟가락을 넣어 주세요.
, 
그리고 고루 섞어 반죽을 합니다. 부침가루, 김치에 기본적인 간이 되어있고 따로 간을 안 했습니다. 드시다 싱겁다 싶으면 간장도 있으니 간은 생략하셔도 될듯싶어요
, 
팬에 식용유를 넉넉히 두르고 숟가락을 이용해 반죽을 적당히 팬에 올리고 동글 넓적하게 펴주세요.
, 
한쪽 면이 노릇하게 익기 시작하면 뒤집기로 뒤집어 다른 면도 노릇노릇하게 부쳐 주세요.
, 
두부김치전 완성 ^^
",https://recipe1.ezmember.co.kr/cache/recipe/2018/04/19/382bb7b6a747fbf86ffeab26c935a7511.jpg
고구마닭볶음탕,sweet_potato,4인분,90분 이내,"닭볶음용 1kg', '고구마 큰 거 1개(400g)', '양파 1/2개', '당근 1/4개', '청양고추 1개', '홍고추 1개', '대파 1/2대', '물 4컵', '고춧가루 4스푼', '간장 8스푼', '굴 소스 2스푼', '다진 마늘 2스푼', '설탕 2스푼', '맛술 3스푼', '다진 생강 0.3스푼'","닭볶음탕에 넣을 재료를 준비해주세요. 고구마는 물에 씻어 껍질을 벗겨주고 한입 크기로 큼지막하게 썰어주고, 양파, 당근은 듬성듬성 썰어주고, 대파와 청양고추, 홍고추는 어슷 썰어주세요.
, 
닭고기는 찬물에 여러 번 헹궈 주세요. 그리고 물기를 빼주고
, 
냄비에 물을 넉넉하게 담고(닭고기가 잠길 만큼) 물이 팔팔 끓어오르면 씻어 놓은 닭을 넣고 5분 정도 데쳐주세요.
, 
데친 닭고기는 찬물에 꼼꼼히 헹궈주세요. 요리하기 전 닭고기를 데쳐주면 불순물도 빠지고 완성했을 때 깔끔하니 맛있답니다.
, 
냄비에 물 4컵을 붓고 데쳐 놓은 닭을 모두 넣어주세요. 그리고 맛술 3, 다진 마늘 2, 다진 생강 0.3, 설탕 2를 넣고 5분 정도 끓여주세요
, 
그리고 나머지 양념재료인 고춧가루 4, 간장 8, 굴 소스 2를 넣고 5~6분간 더 끓여주고
, 
이제 고구마, 당근, 양파, 청고추, 홍고추, 대파를 모두 넣고 뚜껑을 덮어 모든 재료가 푹 익을 때까지 끓여주세요.
, 
중간에 뚜껑을 열어 양념이 잘 배이도록 뒤적이며 불은 중불로 줄이고 25~30분 정도 졸려 마무리해주세요.
, 
고구마 닭볶음탕 완성
",https://recipe1.ezmember.co.kr/cache/recipe/2018/04/17/57f526167bc16f48c8d7534c1f21a9e91.jpg
오징어쪽파강회,green_onion ,2인분,30분 이내,"쪽파 25~30대', '맛살 2줄', '오징어 몸통 1개', '고추장 1스푼', '식초 2스푼', '설탕 1스푼', '다진 마늘 0.3스푼', '참기름 0.5스푼', '통깨 0.5스푼'","오징어와 맛살을 준비합니다. 저는 두 가지를 사용했으면 다른 재료로 대체 가능합니다,
, 
오징어는 살짝 데쳐 주고
, 
쪽파는 깨끗하게 다듬어 준비하고 냄비에 굵은소금 0.3을 넣고 물이 팔팔 끓어오르면 쪽파 뿌리 쪽 부분부터 넣어 10초 정도 먼저 데치다가 .
, 
이어 뒷부분까지 모조리 넣어 15~20초간 전체적으로 데쳐주세요
, 
데친 쪽파는 찬물에 헹궈주고
, 
물기를 빼주세요. 이때 쪽파 물기는 절대 꼭 짜지 마세요. 전체적으로 물기를 머금고 있어야지 드실 때 적당하게 물기가 나와 톡톡 터지니 맛있답니다. 맛살과 데친 오징어는 4~5cm 길이로 잘라주세요. 오징어는 몸통만 사용했어요.
, 
쪽파 위에 잘라 놓은 오징어 또는 맛살을 올리고 돌돌 말아 끝부분에 끼워 매듭을 져주세요. 재료가 부족하면 쪽파만 말아 주어도 맛있답니다. 길이가 짧은 쪽파는 2대를 같이 말아주세요.
, 
초고추장을 만들어 주세요 고추장 1, 식초 2, 설당 1, 다진 마늘 0.3, 참기름 0.5, 통깨 0.5를 한데 넣어 설탕이 잘 녹도록 고루 저어가며 섞어줍니다.
, 
오징어, 맛살 쪽파 강회 완성
",https://recipe1.ezmember.co.kr/cache/recipe/2018/04/17/2ee901ff9d1c62b6f1459e51d1a4a9611.jpg
삼겹살덮밥,pork,2인분,60분 이내,"삼겹살 350g', '부추 1줌', '양파 1/2개', '밥 2공기', '소금 약간', '후춧가루 약간', '간장 1스푼', '참기름 1스푼', '올리고 당 1스푼', '고춧가루 0.5스푼', '통깨 0.5스푼', '간장 3스푼', '청주 2스푼', '맛술 2스푼', '다진 마늘 0.5스푼', '올리고 당 2스푼', '생강가루 약간'","삼겹살에 소금, 후춧가루를 솔솔 뿌려 밑간을 해둡니다.
, 
그리고 부추 4~5등분 해 주고, 양파 1/2를 가늘게 채 썰어 준비해 줍니다.
, 
밑간해 놓은 삼겹살을 노릇노릇하게 구워주고
, 
구운 삼겹살은 먹기 좋은 크기로 썰어 주세요.
, 
팬에 고기 양념재료인 간장 3, 청주 2, 맛술 2, 다진 마늘 0.5, 올리고 당 2, 생강가루 약간을 넣고 바글바글 끓여주세요
, 
그리고 준비해 놓은 삼겹살을 넣고 살짝 조려주세요.
, 
부추 양념장을 만들어 줍니다, 간장 1, 참기름 1, 고춧가루 0.5, 올리고 당 1, 통깨 0.5를 넣어 고루 섞어주고
, 
부추와 양파를 넣어 살살 버무려 부추겉절이를 만들어 줍니다.
, 
그릇에 밥 2공기를 나눠 담고 한쪽 옆에 부추겉절이와 간장에 양념해 놓은 삼겹살을 올려주면 완성 삼겹살 덮밥 / 한 그릇 요리입니다.
",https://recipe1.ezmember.co.kr/cache/recipe/2018/04/17/4c50c33a8d80292293701dd0f868e93e1.jpg
두부조림,tofu,2인분,15분 이내,"두부 1모', '고추장 1스푼', '고춧가루 0.5스푼', '간장 3스푼', '맛술 1스푼', '설탕 0.5스푼', '참기름 1스푼', '다진 마늘 0.5스푼', '청양고추 1/2스푼', '다진 양파 3스푼', '다진 파 2스푼'","두부는 깍둑썰기를 해 찜기에 담고 (또는 전자레인지 용기에 담아 두부를 익혀주세요 3분)전자레인지
, 
그동안 그릇에 양념장을 분량대로 넣어 만들어주고
, 
쪄 놓은 두부를 만들어 놓은 양념장에 모두 넣어 고루 섞어줍니다. 그리고 그릇째 전자레인지 또는 찜기를 이용해 조려줍니다.
, 
전자레인지 10분~15분 물을 넣지 않아도 국물이 자박자박하게 나와요.
, 
두부조림완성
",https://recipe1.ezmember.co.kr/cache/recipe/2018/04/12/9542d17e200d8ed61694702fbddd95a81.jpg
잡채,paprika,2인분,15분 이내,"당면 100g', '비엔나소시지 5개', '파프리카 노랑 1/5개', '파프리카 빨강 1/5개', '파프리카 피망 1/5개', '양파 1/2개', '간장 3스푼', '맛술 1스푼', '다진 마늘 0.5스푼', '설탕 0.5스푼', '올리고 당 0.5스푼', '참기름 2스푼', '통깨 0.5스푼', '후춧가루 약간'","당면은 미지근한 물에 30~50분 정도 미리 불려 둡니다.
, 
잡채에 넣을 파프리카, 양파, 피망, 소시지를 채 썰어 준비해주세요. (재료는 냉장고 사정에 따라 준비합니다)
, 
불린 당면과 채 썬 야채 그리고 소시지를 한데 넣어주고 전자레인지 또는 찜기를 이용해 익혀주세요 찜기 사용시 15분 전자레인지 사용시 7분정도 집집마다 전자레인지,찜기가 다르니 시간은 조절해주세요전자레인지
, 
분량대로 양념장을 만들어 주고 간장 3, 맛술 1, 다진 마늘 0.5, 설탕 0.5, 올리고 당 0.5, 참기름 2, 통깨 0.5, 후춧가루 약간 넣어 고루 섞어주세요
, 
* 납작 당면을 사용했어요
, 
넓은 그릇에 옮겨 담고 만들어 놓은 양념장을 붓고 고루 버무려 줍니다
, 
간단 잡채완성
",https://recipe1.ezmember.co.kr/cache/recipe/2018/04/12/a32330bfbfd2e6f6ea03cfeb73ed193c1.jpg
고구마컵케이크,milk,4인분,60분 이내,"핫케이크가루 500g', '우유 200ml', '달걀 2개', '찐 고구마 1개'","고구마는 씻어 반으로 잘라 찜기에 올려주고
, 
넓은 그릇에 우유 200ml와 달걀 2개를 넣어  고루 잘 섞어 달걀을 풀어주세요.
, 
그리고 핫케이크 500g을 넣고
, 
고루 섞어 반죽을 해주세요.
, 
쪄놓은 고구마는 작은 크기로 썰어주고
, 
맨 위에 모양을 내줄 고구마를 제외하고 나머지를 모두 반죽에 넣고 휘리릭 섞어주세요.
, 
머핀 틀이나 종이컵에 적당량의 반죽을 덜어 담고 그 위에 남겨 놓았던 고구마를 올려주세요.
, 
찜기에 만들어 놓은 컵케이크를 담고 25~30분 정도 쪄주심 된답니다. 완성된 컵케이크는 젓가락으로 콕 찍어 보세요 젓가락에 반죽이 묻어 나지 않으면 속까지 잘 익은거에요.
, 
오븐 없어도 가능한 고구마컵케이크 봉긋하니 모양도 이쁘죠. 아이들간식으로 좋아요 ^^
",https://recipe1.ezmember.co.kr/cache/recipe/2018/04/07/255b2119c2591a8f0487caffedff8b111.jpg
